,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
49,2022-08-22,225.97037518347818,199.12236343183378,248.5731243309244,225.97037518347818,225.97037518347818,-1.9399085858282314,-1.9399085858282314,-1.9399085858282314,-1.9399085858282314,-1.9399085858282314,-1.9399085858282314,0.0,0.0,0.0,224.03046659764996
50,2022-08-23,226.66010469029527,196.9905962839838,247.67987091388522,226.66010469029527,226.66010469029527,-4.249491327216327,-4.249491327216327,-4.249491327216327,-4.249491327216327,-4.249491327216327,-4.249491327216327,0.0,0.0,0.0,222.41061336307894
51,2022-08-24,227.34983419711241,200.51193146015578,249.99188839635508,227.34983419711241,227.34983419711241,-1.380049633506498,-1.380049633506498,-1.380049633506498,-1.380049633506498,-1.380049633506498,-1.380049633506498,0.0,0.0,0.0,225.9697845636059
52,2022-08-25,228.0395637039295,204.18894483540666,251.49927242052476,228.0395637039295,228.0395637039295,0.049579831533673575,0.049579831533673575,0.049579831533673575,0.049579831533673575,0.049579831533673575,0.049579831533673575,0.0,0.0,0.0,228.08914353546317
53,2022-08-26,228.7292932107466,205.65890064594504,254.41346581718344,228.7292932107466,228.7292932107466,0.49661106934270904,0.49661106934270904,0.49661106934270904,0.49661106934270904,0.49661106934270904,0.49661106934270904,0.0,0.0,0.0,229.2259042800893
54,2022-08-29,230.79848173119794,202.03039834099698,252.45034473509162,230.79848173119794,230.79848173119794,-1.9399085858322909,-1.9399085858322909,-1.9399085858322909,-1.9399085858322909,-1.9399085858322909,-1.9399085858322909,0.0,0.0,0.0,228.85857314536565
55,2022-08-30,231.48821123801503,201.69573606155782,250.52687538398317,231.48821123801503,231.48821123801503,-4.24949132721547,-4.24949132721547,-4.24949132721547,-4.24949132721547,-4.24949132721547,-4.24949132721547,0.0,0.0,0.0,227.23871991079955
56,2022-08-31,232.17794074483217,206.81939038609144,255.21641412374169,232.17794074483217,232.17794074483217,-1.3800496335042955,-1.3800496335042955,-1.3800496335042955,-1.3800496335042955,-1.3800496335042955,-1.3800496335042955,0.0,0.0,0.0,230.79789111132789
57,2022-09-01,232.8676702668339,211.03673649355346,256.6550341010984,232.8676702668339,232.8676702668339,0.04957983153347942,0.04957983153347942,0.04957983153347942,0.04957983153347942,0.04957983153347942,0.04957983153347942,0.0,0.0,0.0,232.9172500983674
58,2022-09-02,233.55739978883568,209.7300880816125,258.4620835823214,233.55739978883568,233.55739978883568,0.4966110693439863,0.4966110693439863,0.4966110693439863,0.4966110693439863,0.4966110693439863,0.4966110693439863,0.0,0.0,0.0,234.05401085817968
59,2022-09-06,236.3163178768427,207.75902507350924,256.0285314017755,236.3163178768427,236.3163178768427,-4.249491327214593,-4.249491327214593,-4.249491327214593,-4.249491327214593,-4.249491327214593,-4.249491327214593,0.0,0.0,0.0,232.0668265496281
60,2022-09-07,237.00604739884443,211.92201917931715,259.02481931562266,237.00604739884443,237.00604739884443,-1.3800496335019288,-1.3800496335019288,-1.3800496335019288,-1.3800496335019288,-1.3800496335019288,-1.3800496335019288,0.0,0.0,0.0,235.6259977653425
61,2022-09-08,237.69577692084619,213.5330543332467,261.5554745343643,237.69577692084619,237.69577692084619,0.049579831533621346,0.049579831533621346,0.049579831533621346,0.049579831533621346,0.049579831533621346,0.049579831533621346,0.0,0.0,0.0,237.74535675237982
62,2022-09-09,238.38550644284794,214.42554518854055,262.74699412380704,238.38550644284794,238.38550644284794,0.4966110693455585,0.4966110693455585,0.4966110693455585,0.4966110693455585,0.4966110693455585,0.4966110693455585,0.0,0.0,0.0,238.8821175121935
63,2022-09-12,240.4546950088532,213.90043990640535,264.20623218385265,240.4546950088532,240.4546950088532,-1.9399085858402765,-1.9399085858402765,-1.9399085858402765,-1.9399085858402765,-1.9399085858402765,-1.9399085858402765,0.0,0.0,0.0,238.51478642301294
64,2022-09-13,241.14442453085493,211.59632214896314,260.73868261316403,241.14442453085493,241.14442453085493,-4.249491327213715,-4.249491327213715,-4.249491327213715,-4.249491327213715,-4.249491327213715,-4.249491327213715,0.0,0.0,0.0,236.89493320364122
65,2022-09-14,241.83415406704944,216.64329264587587,266.18184052516585,241.83415406704944,241.83415406704944,-1.3800496335122046,-1.3800496335122046,-1.3800496335122046,-1.3800496335122046,-1.3800496335122046,-1.3800496335122046,0.0,0.0,0.0,240.45410443353722
66,2022-09-15,242.52388360324397,220.03253509766384,266.49092343354835,242.52388360324397,242.52388360324397,0.04957983153355446,0.04957983153355446,0.04957983153355446,0.04957983153355446,0.04957983153355446,0.04957983153355446,0.0,0.0,0.0,242.57346343477752
67,2022-09-16,243.2136131394385,217.4902574854877,269.2539181440736,243.2136131394385,243.2136131394385,0.4966110693468364,0.4966110693468364,0.4966110693468364,0.4966110693468364,0.4966110693468364,0.4966110693468364,0.0,0.0,0.0,243.71022420878535
68,2022-09-19,245.28280174802202,219.55051331209685,265.725101478971,245.28280174802202,245.28280174802202,-1.939908585822235,-1.939908585822235,-1.939908585822235,-1.939908585822235,-1.939908585822235,-1.939908585822235,0.0,0.0,0.0,243.3428931621998
